Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FC	log2FoldChange	pvalue	padj	tagwise.dispersion	trended.dispersion
FBgn0051955	1194	284	278	922	204	218	684	499	447	539	323	303	465.68	543	388	0.713	-0.488	5.68941547430347e-06	6.7046818563559e-05	0.0056	0.006
FBgn0030054	6168	2006	1830	4191	1546	1878	3533	3523	2942	2450	2447	2607	2916.88	3333	2501	0.75	-0.415	5.84508210466815e-06	6.87824439347033e-05	0.0056	0.0051
FBgn0028331	12595	3848	4000	8117	3175	3943	7214	6757	6430	4746	5025	5473	5940.92	6800	5081	0.746	-0.422	6.32777474052376e-06	7.42495113330127e-05	0.0061	0.0063
FBgn0032698	1023	291	293	615	226	288	586	511	471	360	358	400	447.5	523	373	0.705	-0.504	6.39745962371436e-06	7.48530154546436e-05	0.0062	0.0062
FBgn0026064	570	218	168	336	134	160	326	383	270	196	212	222	268.33	326	210	0.641	-0.642	6.65845077793534e-06	7.76850829027393e-05	0.0101	0.0081
FBgn0000535	627	236	176	433	136	134	359	414	283	253	215	186	285.15	352	218	0.624	-0.681	7.17889906179871e-06	8.29804567122875e-05	0.0121	0.0078
FBgn0028490	18261	6555	6696	11267	5335	6443	10459	11511	10765	6588	8444	8943	9451.48	10912	7992	0.726	-0.461	7.24847639832824e-06	8.36174450338794e-05	0.0074	0.0078
FBgn0003093	4825	1363	1409	3437	1153	1395	2764	2393	2265	2010	1825	1936	2198.82	2474	1924	0.778	-0.362	7.56327188952896e-06	8.6882291369631e-05	0.0041	0.0049
FBgn0086758	21774	5913	4921	15177	4052	4710	12472	10383	7911	8874	6413	6537	8765.06	10255	7275	0.709	-0.496	7.73169643557266e-06	8.86928309993944e-05	0.0087	0.0076
FBgn0030752	8105	2838	3203	6438	2462	2794	4642	4984	5149	3764	3897	3878	4385.66	4925	3846	0.782	-0.355	7.86525589952209e-06	8.98761717652434e-05	0.0043	0.0056
FBgn0034709	2375	834	955	1609	780	859	1360	1465	1535	941	1234	1192	1287.95	1453	1122	0.764	-0.388	7.86772632619419e-06	8.98761717652434e-05	0.0045	0.0049
FBgn0034970	2876	919	979	2005	834	911	1647	1614	1574	1172	1320	1264	1431.94	1612	1252	0.773	-0.371	8.0384112327375e-06	9.15709012929347e-05	0.0041	0.0049
FBgn0031568	171	39	34	81	21	25	98	68	55	47	33	35	56.06	74	38	0.516	-0.954	8.21461006392331e-06	9.33668713422563e-05	0.012	0.0187
FBgn0033174	1132	351	395	791	295	359	648	616	635	462	467	498	554.57	633	476	0.748	-0.419	8.27188909125796e-06	9.34220689275353e-05	0.0042	0.0057
FBgn0010768	770	244	246	462	184	237	441	428	395	270	291	329	359.21	421	297	0.695	-0.526	8.50262705424147e-06	9.55322562998473e-05	0.0067	0.0069
FBgn0013272	31993	9829	10717	22857	8027	8967	18325	17260	17229	13364	12704	12446	15221.35	17605	12838	0.729	-0.456	8.6876115174174e-06	9.7211172804717e-05	0.0074	0.0099
FBgn0030993	5987	2936	3422	4790	2572	2933	3429	5156	5501	2801	4071	4071	4171.41	4695	3648	0.782	-0.356	8.84709102877867e-06	9.85921747527753e-05	0.0043	0.0055
FBgn0041191	2040	480	580	1412	449	504	1168	843	932	826	711	700	863.25	981	746	0.758	-0.399	8.86468122150671e-06	9.8654159265669e-05	0.0043	0.0051
FBgn0029504	2977	862	743	2257	633	681	1705	1514	1194	1320	1002	945	1280	1471	1089	0.739	-0.437	9.41361884836112e-06	0.00010447970472836	0.006	0.0049
FBgn0046687	3171	1329	1589	2601	1133	1329	1816	2334	2554	1521	1793	1845	1977.19	2235	1720	0.776	-0.367	9.83127413623331e-06	0.000108674003322622	0.0043	0.0049
FBgn0035541	1474	362	346	1077	279	321	844	636	556	630	442	446	592.17	679	506	0.746	-0.424	9.89288497468474e-06	0.000109061078712855	0.0045	0.0056
FBgn0003557	5747	2062	2004	4489	1706	1861	3292	3621	3222	2625	2700	2583	3007.02	3378	2636	0.781	-0.357	1.01997586359462e-05	0.000112142654600577	0.0043	0.0051
FBgn0014469	2045	600	654	1606	513	561	1171	1054	1051	939	812	779	967.65	1092	843	0.773	-0.371	1.04623807238564e-05	0.000114726623892082	0.0038	0.005
FBgn0015714	2747	760	946	2186	658	771	1573	1335	1521	1278	1041	1070	1303.08	1476	1130	0.766	-0.385	1.05721876548491e-05	0.000115771806602233	0.0045	0.0049
FBgn0086757	1474	449	443	1082	344	427	844	788	712	633	544	593	685.77	781	590	0.755	-0.405	1.08664149288297e-05	0.000118519062827475	0.0043	0.0054
FBgn0266417	253	86	103	158	40	73	145	151	166	92	63	101	119.75	154	85	0.569	-0.813	1.0903506951913e-05	0.000118765689269044	0.0144	0.0135
FBgn0266488	2521	1032	1041	1864	893	986	1444	1812	1674	1090	1413	1369	1466.91	1643	1291	0.782	-0.354	1.10708693710341e-05	0.000120428740823901	0.0039	0.0049
FBgn0001297	26555	9217	8603	17994	7097	7889	15210	16185	13830	10521	11232	10950	12988.12	15075	10901	0.723	-0.468	1.13621368115305e-05	0.000123433438580362	0.0081	0.0092
FBgn0259143	1716	404	379	1206	320	364	983	709	609	705	506	505	669.74	767	572	0.747	-0.421	1.13775044015771e-05	0.000123436892991713	0.0047	0.0054
FBgn0262582	21109	7735	6683	13183	5783	6487	12091	13583	10744	7708	9153	9004	10380.29	12139	8622	0.708	-0.498	1.16477037706531e-05	0.000126201408622057	0.0091	0.0082
FBgn0037539	1347	425	443	889	350	432	772	746	712	520	554	600	650.56	743	558	0.744	-0.426	1.21455649069121e-05	0.000131076214955912	0.005	0.0054
FBgn0002773	100	31	56	48	13	26	57	54	90	28	21	36	47.74	67	28	0.434	-1.204	1.23477475267091e-05	0.000133083081753046	0.0283	0.0205
FBgn0283531	70	33	28	36	13	12	40	58	45	21	21	17	33.56	48	20	0.433	-1.207	1.24205689616594e-05	0.000133692265910145	0.0187	0.0228
