Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBtr0087816	883	371	365	1655	611	703	457	556	514	845	839	872	680.52	509	852	1.679	0.748	4.38	1.1862149818878e-05	0.000614068095990345	0.0035	0.0954	0.0193	0.0193	TRUE	0.1014
FBtr0082018	475	156	186	953	301	336	246	234	262	487	413	417	343.05	247	439	1.781	0.832	4.375	1.2117880687635e-05	0.000625668643858961	0.0045	0.102	0.0227	0.0227	TRUE	0.1123
FBtr0344560	129	81	99	452	394	534	67	121	139	231	541	662	293.65	109	478	4.4	2.137	4.369	1.24672767976159e-05	0.000642032288210557	0.1989	0.1042	0.1662	0.1662	TRUE	0.2923
FBtr0085105	76	18	29	186	70	68	39	27	41	95	96	84	63.77	36	92	2.539	1.344	4.347	1.37761821775221e-05	0.000698523083488461	0	0.1602	0.0487	0.0487	TRUE	0.2292
FBtr0300889	355	266	129	1344	638	701	184	398	182	686	876	870	532.66	255	811	3.194	1.675	4.334	1.46396082209942e-05	0.000736636774987686	0.1084	0.0972	0.1048	0.1048	TRUE	2.591
FBtr0310064	212	52	47	509	134	176	110	78	66	260	184	218	152.68	85	221	2.581	1.368	4.332	1.47441334835868e-05	0.000740013298573423	0.0413	0.1185	0.063	0.063	TRUE	0.3443
FBtr0334404	1616	457	298	3503	1084	1366	836	685	420	1789	1489	1695	1152.1	647	1658	2.558	1.355	4.324	1.53051399227823e-05	0.000766225675881063	0.0558	0.0926	0.0696	0.0696	TRUE	1.0908
FBtr0112879	133	48	52	1176	139	163	69	72	73	601	191	202	201.26	71	331	4.664	2.221	4.324	1.53512022623923e-05	0.000766590971562644	0.2172	0.1113	0.1808	0.1808	TRUE	5.9787
FBtr0302561	106	15	24	247	82	158	55	22	34	126	113	196	90.98	37	145	3.803	1.927	4.321	1.5499349190111e-05	0.00077203937086762	0.1207	0.1388	0.1252	0.1252	TRUE	1.698
FBtr0076791	97	30	31	199	88	80	50	45	44	102	121	99	76.75	46	107	2.287	1.193	4.32	1.55855895104753e-05	0.000774384503943844	0	0.1481	0.0388	0.0388	TRUE	0.1066
FBtr0088832	1854	612	751	2984	1109	1240	959	917	1058	1524	1523	1538	1253.18	978	1528	1.563	0.644	4.313	1.60702001186436e-05	0.000794470518365443	6e-04	0.0923	0.0152	0.0152	TRUE	0.0586
FBtr0273416	8	1	4	42	20	25	4	1	6	21	27	31	15.2	4	26	6.819	2.77	4.307	1.65489083422937e-05	0.000816096415134309	0	0.3886	0.1492	0.1492	TRUE	0.2506
FBtr0336667	58	23	6	340	58	104	30	34	8	174	80	129	75.87	24	128	5.209	2.381	4.292	1.76972616980589e-05	0.000864107037232383	0.2284	0.1488	0.1952	0.1952	TRUE	0.1953
FBtr0343571	4672	1554	1148	8296	2907	3706	2418	2328	1617	4236	3992	4598	3198.1	2121	4275	2.015	1.011	4.285	1.82702544326054e-05	0.000889887392622593	0.0234	0.0901	0.0397	0.0397	TRUE	0.5187
FBtr0086676	952	259	324	1559	533	680	493	388	456	796	732	844	618.11	446	791	1.769	0.823	4.279	1.87676022732462e-05	0.000909630722925106	0.007	0.0961	0.0247	0.0247	TRUE	0.1421
FBtr0076545	545	271	246	1174	854	825	282	406	347	599	1173	1024	638.37	345	932	2.705	1.435	4.254	2.10446515947909e-05	0.00100279032599275	0.0735	0.0958	0.0799	0.0799	TRUE	0.4365
FBtr0305063	511	200	144	1295	430	366	264	300	203	661	590	454	412.12	256	568	2.226	1.155	4.249	2.14365435692208e-05	0.00101656510571065	0.0313	0.0997	0.0501	0.0501	TRUE	0.2527
FBtr0086675	343	114	133	673	215	337	178	171	187	344	295	418	265.43	179	352	1.974	0.981	4.241	2.22397782497068e-05	0.00104962199257268	0.013	0.1059	0.034	0.034	TRUE	0.1869
FBtr0074418	378	146	170	702	365	437	196	219	239	358	501	542	342.6	218	467	2.144	1.101	4.237	2.26888894949238e-05	0.00106826854705266	0.0275	0.102	0.0449	0.0449	TRUE	0.51
FBtr0290026	108	41	32	242	78	111	56	61	45	124	107	138	88.46	54	123	2.266	1.18	4.226	2.37494489962804e-05	0.00111027270425873	0	0.1402	0.0421	0.0421	TRUE	0.134
FBtr0071246	149	35	38	544	103	130	77	52	54	278	141	161	127.26	61	193	3.152	1.656	4.222	2.42446286140869e-05	0.00112633974473484	0.0885	0.1245	0.0993	0.0993	TRUE	1.6255
FBtr0070600	905	310	279	1364	586	617	468	464	393	697	805	765	598.73	442	756	1.705	0.77	4.2	2.67057140301929e-05	0.00123101513973675	0.0053	0.0963	0.0223	0.0223	TRUE	0.1036
FBtr0080397	704	259	335	1318	570	706	364	388	472	673	783	876	592.63	408	777	1.906	0.931	4.2	2.66850629625247e-05	0.00123101513973675	0.0153	0.0964	0.0333	0.0333	TRUE	0.1745
FBtr0302863	112	35	56	1197	153	125	58	52	79	611	210	155	194.28	63	325	5.182	2.374	4.198	2.6941320295994e-05	0.00123898746244949	0.2804	0.1121	0.2198	0.2198	TRUE	1.8089
FBtr0100575	811	555	579	3419	1538	1296	420	831	816	1746	2112	1608	1255.38	689	1822	2.65	1.406	4.161	3.16832578044506e-05	0.00144031361628278	0.0766	0.0923	0.0812	0.0812	TRUE	1.4265
FBtr0086774	1534	468	620	2406	1052	1263	794	701	873	1229	1445	1567	1101.39	789	1414	1.789	0.839	4.156	3.23319569814437e-05	0.00146307654303901	0.0118	0.0928	0.0283	0.0283	TRUE	0.1612
FBtr0301884	751	510	441	2290	1356	1599	389	764	621	1169	1862	1984	1131.49	591	1672	2.832	1.502	4.151	3.31141631603205e-05	0.0014950515445099	0.0931	0.0927	0.093	0.093	TRUE	1.0932
FBtr0100504	15	10	8	64	36	55	8	15	11	33	49	68	30.73	11	50	4.568	2.192	4.142	3.44201379142519e-05	0.00153995074039442	0.0986	0.2371	0.1426	0.1426	TRUE	0.0853
FBtr0301824	33	22	16	171	41	95	17	33	23	87	56	118	55.68	24	87	3.705	1.889	4.135	3.54747791375356e-05	0.00158355249987532	0.097	0.1706	0.1215	0.1215	TRUE	0.0748
FBtr0087617	150	130	129	786	413	390	78	195	182	401	567	484	317.73	152	484	3.223	1.688	4.125	3.70032562158561e-05	0.00164435818352484	0.1221	0.103	0.1159	0.1159	TRUE	0.6791
FBtr0301851	1447	466	475	2104	1214	1344	749	698	669	1074	1667	1667	1087.47	705	1469	2.08	1.057	4.123	3.73171695213152e-05	0.00165458974727356	0.0319	0.0929	0.0462	0.0462	TRUE	0.6788
FBtr0342808	118	93	80	694	241	196	61	139	113	354	331	243	206.92	104	309	3.005	1.587	4.123	3.74421971513928e-05	0.00165641934825233	0.0947	0.1107	0.0997	0.0997	TRUE	1.5482
FBtr0086568	70	24	30	154	66	78	36	36	42	79	91	97	63.41	38	89	2.323	1.216	4.121	3.76520599260538e-05	0.00166198545767347	0	0.1606	0.043	0.043	TRUE	0.1193
FBtr0304990	128	30	14	762	108	127	66	45	20	389	148	158	137.65	44	232	5.253	2.393	4.119	3.80724736101813e-05	0.00167679992347736	0.2954	0.1218	0.2284	0.2284	TRUE	3.9673
FBtr0087369	216	60	65	430	129	157	112	90	92	220	177	195	147.45	98	197	2.005	1.003	4.101	4.11768774502724e-05	0.00179751159288993	0.0094	0.1196	0.035	0.035	TRUE	0.1918
FBtr0337049	244	89	80	398	355	430	126	133	113	203	487	533	266.08	124	408	3.279	1.713	4.1	4.13525515048864e-05	0.00180120419825799	0.1266	0.1058	0.12	0.12	TRUE	1.642
FBtr0100353	707	196	236	1024	463	517	366	294	332	523	636	641	465.33	331	600	1.805	0.852	4.093	4.25590332859236e-05	0.00184158617774429	0.011	0.0985	0.0287	0.0287	TRUE	0.1568
FBtr0080979	966	338	376	1492	565	631	500	506	530	762	776	783	642.74	512	774	1.512	0.596	4.071	4.67139824158186e-05	0.00201256863240264	0	0.0958	0.0137	0.0137	TRUE	0.0103
FBtr0086029	44136	16051	17308	65571	29782	34401	22841	24044	24380	33483	40895	42679	31387.07	23755	39019	1.643	0.716	4.068	4.74262329990229e-05	0.00203881251642539	0.0083	0.0888	0.0223	0.0223	TRUE	0.1888
FBtr0084927	27	8	6	112	23	39	14	12	8	57	32	48	28.59	11	46	3.918	1.97	4.067	4.76160440245836e-05	0.00204253204031701	0	0.2481	0.1136	0.1136	TRUE	0.1803
FBtr0310621	31	23	13	122	53	73	16	34	18	62	73	91	49.07	23	75	3.374	1.754	4.066	4.78212733341269e-05	0.00204689541165013	0.0606	0.1816	0.103	0.103	TRUE	0.6526
FBtr0113066	327	100	135	747	212	249	169	150	190	381	291	309	248.44	170	327	1.934	0.952	4.054	5.0275784670296e-05	0.00214268026261876	0.0136	0.107	0.0349	0.0349	TRUE	0.2571
FBtr0113384	15	5	5	42	32	45	8	7	7	21	44	56	23.92	7	40	5.32	2.411	4.041	5.32462754463647e-05	0.00225470042173846	0	0.2793	0.1736	0.1736	TRUE	0.1924
FBtr0302578	332	86	64	457	443	505	172	129	90	233	608	627	309.83	130	489	3.733	1.9	4.04	5.33682411751052e-05	0.00225503625905492	0.1803	0.1034	0.1541	0.1541	TRUE	2.5273
FBtr0087618	10531	3916	2626	19159	7932	7659	5450	5866	3699	9783	10892	9502	7532.04	5005	10059	2.01	1.007	4.032	5.52140303927026e-05	0.00232310095960786	0.0288	0.0893	0.0448	0.0448	TRUE	0.6327
FBtr0081228	118	38	46	239	86	136	61	57	65	122	118	169	98.61	61	136	2.229	1.156	4.029	5.60427805336405e-05	0.00234016867832206	0.016	0.1349	0.0467	0.0467	TRUE	0.4203
FBtr0075966	766	321	371	1473	660	838	396	481	523	752	906	1040	682.99	467	899	1.93	0.949	4.027	5.6414620697099e-05	0.00234862973533712	0.022	0.0953	0.0382	0.0382	TRUE	0.1331
FBtr0087207	140	35	61	282	111	147	72	52	86	144	152	182	114.93	70	159	2.258	1.175	4.021	5.8012295036106e-05	0.00240501705312159	0.0159	0.1283	0.0505	0.0505	TRUE	0.3432
FBtr0085085	1024	374	437	1680	968	1085	530	560	616	858	1329	1346	873.15	569	1178	2.07	1.05	4.008	6.11760059151946e-05	0.00252032399369369	0.0336	0.0939	0.048	0.048	TRUE	0.6921
FBtr0084868	88	14	41	189	133	157	46	21	58	97	183	195	99.7	42	158	3.775	1.916	4.007	6.14299555571298e-05	0.0025255246801294	0.1561	0.1344	0.1482	0.1482	TRUE	1.3534
FBtr0079003	8571	3626	3141	22004	5958	6444	4436	5432	4424	11236	8181	7995	6950.62	4764	9137	1.919	0.94	4.002	6.2789043134409e-05	0.00257071082398124	0.027	0.0893	0.0396	0.0396	TRUE	0.4945
